"year","category","winners","nominees"
"1966","Short Subject (Live Action)","Claude Berri, Producer - The Chicken (Le Poulet)","Lothar Wolff, Producer - Fortress of Peace, Marshal Backlar and Noel Black, Producers - Skaterdater, Edgar Anstey, Producer - Snow, Jim Henson, Producer - Time Piece"
"1966","Sound","20th Century-Fox Studio Sound Department, James P. Corcoran, Sound Director; and Todd-AO Sound Department, Fred Hynes, Sound Director - The Sound of Music","20th Century-Fox Studio Sound Department, James P. Corcoran, Sound Director - The Agony and the Ecstasy, Metro-Goldwyn-Mayer British Studio Sound Department, A. W. Watkins, Sound Director; and Metro-Goldwyn-Mayer Studio Sound Department, Franklin E. Milton, Sound Director - Doctor Zhivago, Warner Bros. Studio Sound Department, George R. Groves, Sound Director - The Great Race, Universal City Studio Sound Department, Waldon O. Watson, Sound Director - Shenandoah"
"1966","Sound Effects","Tregoweth Brown - The Great Race","Walter A. Rossi - Von Ryan's Express"
"1966","Special Visual Effects","John Stears - Thunderball","J. McMillan Johnson - The Greatest Story Ever Told"
"1966","Writing (Screenplay—based on material from another medium)","Robert Bolt - Doctor Zhivago","Walter Newman, Frank R. Pierson - Cat Ballou, Stanley Mann, John Kohn - The Collector, Abby Mann - Ship of Fools, Herb Gardner - A Thousand Clowns"
"1966","Writing (Story and Screenplay—written directly for the screen)","Frederic Raphael - Darling","Age, Scarpelli, Mario Monicelli, Tonino Guerra, Giorgio Salvioni, Suso Cecchi D'Amico - Casanova '70, Jack Davies, Ken Annakin - Those Magnificent Men in Their Flying Machines, Franklin Coen, Frank Davis - The Train, Jacques Demy - The Umbrellas of Cherbourg"
"1967","Actor","Paul Scofield - A Man for All Seasons","Alan Arkin - The Russians Are Coming The Russians Are Coming, Richard Burton - Who's Afraid of Virginia Woolf?, Michael Caine - Alfie, Steve McQueen - The Sand Pebbles"
"1967","Actor in a Supporting Role","Walter Matthau - The Fortune Cookie","Mako - The Sand Pebbles, James Mason - Georgy Girl, George Segal - Who's Afraid of Virginia Woolf?, Robert Shaw - A Man for All Seasons"
"1967","Actress","Elizabeth Taylor - Who's Afraid of Virginia Woolf?","Anouk Aimee - A Man and a Woman, Ida Kaminska - The Shop on Main Street, Lynn Redgrave - Georgy Girl, Vanessa Redgrave - Morgan!"
"1967","Actress in a Supporting Role","Sandy Dennis - Who's Afraid of Virginia Woolf?","Wendy Hiller - A Man for All Seasons, Jocelyne Lagarde - Hawaii, Vivien Merchant - Alfie, Geraldine Page - You're a Big Boy Now"
"1967","Art Direction (Black-and-White)","Art Direction: Richard Sylbert; Set Decoration: George James Hopkins - Who's Afraid of Virginia Woolf?","Art Direction: Robert Luthardt; Set Decoration: Edward G. Boyle - The Fortune Cookie, Luigi Scaccianoce - The Gospel According to St. Matthew, Art Direction: Willy Holt; Set Decoration: Marc Frederix, Pierre Guffroy - Is Paris Burning?, Art Direction: George W. Davis, Paul Groesse; Set Decoration: Henry Grace, Hugh Hunt - Mister Buddwing"
"1967","Art Direction (Color)","Art Direction: Jack Martin Smith, Dale Hennesy; Set Decoration: Walter M. Scott, Stuart A. Reiss - Fantastic Voyage","Art Direction: Alexander Golitzen, George C. Webb; Set Decoration: John McCarthy, John Austin - Gambit, Piero Gherardi - Juliet of the Spirits, Art Direction: Hal Pereira, Arthur Lonergan; Set Decoration: Robert Benton, James Payne - The Oscar, Art Direction: Boris Leven; Set Decoration: Walter M. Scott, John Sturtevant, William Kiernan - The Sand Pebbles"
"1967","Cinematography (Black-and-White)","Haskell Wexler - Who's Afraid of Virginia Woolf?","Joseph LaShelle - The Fortune Cookie, Ken Higgins - Georgy Girl, Marcel Grignon - Is Paris Burning?, James Wong Howe - Seconds"
"1967","Cinematography (Color)","Ted Moore - A Man for All Seasons","Ernest Laszlo - Fantastic Voyage, Russell Harlan - Hawaii, Conrad Hall - The Professionals, Joseph MacDonald - The Sand Pebbles"
"1967","Costume Design (Black-and-White)","Irene Sharaff - Who's Afraid of Virginia Woolf?","Danilo Donati - The Gospel According to St. Matthew, Danilo Donati - Mandragola, Helen Rose - Mister Buddwing, Jocelyn Rickards - Morgan!"
"1967","Costume Design (Color)","Elizabeth Haffenden, Joan Bridge - A Man for All Seasons","Jean Louis - Gambit, Dorothy Jeakins - Hawaii, Piero Gherardi - Juliet of the Spirits, Edith Head - The Oscar"
"1967","Directing","Fred Zinnemann - A Man for All Seasons","Michelangelo Antonioni - Blow-Up, Claude Lelouch - A Man and a Woman, Richard Brooks - The Professionals, Mike Nichols - Who's Afraid of Virginia Woolf?"
"1967","Documentary (Feature)","Peter Watkins, Producer - The War Game","Alfred R. Kelman, Producer - The Face of Genius, Peter Jones and Tom Daly, Producers - Helicopter Canada, Haroun Tazieff, Producer - Le Volcan Interdit (The Forbidden Volcano), Alex Grasshoff, Producer - The Really Big Family"
"1967","Documentary (Short Subject)","Edmond A. Levy, Producer - A Year toward Tomorrow","Marin Karmitz and Vladimir Forgency, Producers - Adolescence, Michael Ahnemann and Gary Schlosser, Producers - Cowboy, Lee R. Bobker and Helen Kristt Radin, Producers - The Odds Against, Mafilm Studio - Saint Matthew Passion"
"1967","Film Editing","Fredric Steinkamp, Henry Berman, Stewart Linder, Frank Santillo - Grand Prix","William B. Murphy - Fantastic Voyage, Hal Ashby, J. Terry Williams - The Russians Are Coming The Russians Are Coming, William Reynolds - The Sand Pebbles, Sam O'Steen - Who's Afraid of Virginia Woolf?"
"1967","Foreign Language Film","France - A Man and a Woman","Italy - The Battle of Algiers, Czechoslovakia - Loves of a Blonde, Poland - Pharaoh, Yugoslavia - Three"
"1967","Irving G. Thalberg Memorial Award","Robert Wise",""
"1967","Jean Hersholt Humanitarian Award","George Bagnall",""
"1967","Music (Original Music Score)","John Barry - Born Free","Toshiro Mayuzumi - The Bible, Elmer Bernstein - Hawaii, Jerry Goldsmith - The Sand Pebbles, Alex North - Who's Afraid of Virginia Woolf?"
"1967","Music (Scoring of Music—adaptation or treatment)","Ken Thorne - A Funny Thing Happened on the Way to the Forum","Luis Enrique Bacalov - The Gospel According to St. Matthew, Elmer Bernstein - Return of the Seven, Harry Sukman - The Singing Nun, Al Ham - Stop the World--I Want to Get Off"
"1967","Music (Song)","Born Free in ""Born Free"" Music by John Barry; Lyrics by Don Black - Born Free","Alfie in ""Alfie"" Music by Burt Bacharach; Lyrics by Hal David - Alfie, Georgy Girl in ""Georgy Girl"" Music by Tom Springfield; Lyrics by Jim Dale - Georgy Girl, My Wishing Doll in ""Hawaii"" Music by Elmer Bernstein; Lyrics by Mack David - Hawaii, A Time For Love in ""An American Dream"" Music by Johnny Mandel; Lyrics by Paul Francis Webster - An American Dream"
"1967","Best Picture","Fred Zinnemann, Producer - A Man for All Seasons","Lewis Gilbert, Producer - Alfie, Norman Jewison, Producer - The Russians Are Coming The Russians Are Coming, Robert Wise, Producer - The Sand Pebbles, Ernest Lehman, Producer - Who's Afraid of Virginia Woolf?"
"1967","Short Subject (Cartoon)","John Hubley and Faith Hubley, Producers - Herb Alpert and the Tijuana Brass Double Feature","Wolf Koenig and Robert Verrall, Producers - The Drag, David H. DePatie and Friz Freleng, Producers - The Pink Blueprint"
"1967","Short Subject (Live Action)","Edgar Anstey, Producer - Wild Wings","Derek Williams, Producer - Turkey the Bridge, Leslie Winik, Producer - The Winning Strain"
"1967","Sound","Metro-Goldwyn-Mayer Studio Sound Department, Franklin E. Milton, Sound Director - Grand Prix","Universal City Studio Sound Department, Waldon O. Watson, Sound Director - Gambit, Samuel Goldwyn Studio Sound Department, Gordon E. Sawyer, Sound Director - Hawaii, 20th Century-Fox Studio Sound Department, James P. Corcoran, Sound Director - The Sand Pebbles, Warner Bros. Studio Sound Department, George R. Groves, Sound Director - Who's Afraid of Virginia Woolf?"
"1967","Sound Effects","Gordon Daniel - Grand Prix","Walter Rossi - Fantastic Voyage"
"1967","Special Visual Effects","Art Cruickshank - Fantastic Voyage","Linwood G. Dunn - Hawaii"
"1967","Writing (Screenplay—based on material from another medium)","Robert Bolt - A Man for All Seasons","Bill Naughton - Alfie, Richard Brooks - The Professionals, William Rose - The Russians Are Coming The Russians Are Coming, Ernest Lehman - Who's Afraid of Virginia Woolf?"
"1967","Writing (Story and Screenplay—written directly for the screen)","Story by Claude Lelouch; Screenplay by Claude Lelouch, Pierre Uytterhoeven - A Man and a Woman","Story by Michelangelo Antonioni; Screenplay by Michelangelo Antonioni, Tonino Guerra, Edward Bond - Blow-Up, Billy Wilder, I. A. L. Diamond - The Fortune Cookie, Robert Ardrey - Khartoum, Clint Johnston, Don Peters - The Naked Prey"
"1968","Actor","Rod Steiger - In the Heat of the Night","Warren Beatty - Bonnie and Clyde, Dustin Hoffman - The Graduate, Paul Newman - Cool Hand Luke, Spencer Tracy - Guess Who's Coming to Dinner"
"1968","Actor in a Supporting Role","George Kennedy - Cool Hand Luke","John Cassavetes - The Dirty Dozen, Gene Hackman - Bonnie and Clyde, Cecil Kellaway - Guess Who's Coming to Dinner, Michael J. Pollard - Bonnie and Clyde"
"1968","Actress","Katharine Hepburn - Guess Who's Coming to Dinner","Anne Bancroft - The Graduate, Faye Dunaway - Bonnie and Clyde, Dame Edith Evans - The Whisperers, Audrey Hepburn - Wait until Dark"
"1968","Actress in a Supporting Role","Estelle Parsons - Bonnie and Clyde","Carol Channing - Thoroughly Modern Millie, Mildred Natwick - Barefoot in the Park, Beah Richards - Guess Who's Coming to Dinner, Katharine Ross - The Graduate"
"1968","Art Direction","Art Direction: John Truscott, Edward Carrere; Set Decoration: John W. Brown - Camelot","Art Direction: Mario Chiari, Jack Martin Smith, Ed Graves; Set Decoration: Walter M. Scott, Stuart A. Reiss - Doctor Dolittle, Art Direction: Robert Clatworthy; Set Decoration: Frank Tuttle - Guess Who's Coming to Dinner, Art Direction: Renzo Mongiardino, John DeCuir, Elven Webb, Giuseppe Mariani; Set Decoration: Dario Simoni, Luigi Gervasi - The Taming of the Shrew, Art Direction: Alexander Golitzen, George C. Webb; Set Decoration: Howard Bristol - Thoroughly Modern Millie"
"1968","Cinematography","Burnett Guffey - Bonnie and Clyde","Richard H. Kline - Camelot, Robert Surtees - Doctor Dolittle, Robert Surtees - The Graduate, Conrad Hall - In Cold Blood"
"1968","Costume Design","John Truscott - Camelot","Theadora Van Runkle - Bonnie and Clyde, Bill Thomas - The Happiest Millionaire, Irene Sharaff, Danilo Donati - The Taming of the Shrew, Jean Louis - Thoroughly Modern Millie"
"1968","Directing","Mike Nichols - The Graduate","Arthur Penn - Bonnie and Clyde, Stanley Kramer - Guess Who's Coming to Dinner, Richard Brooks - In Cold Blood, Norman Jewison - In the Heat of the Night"
"1968","Documentary (Feature)","Pierre Schoendoerffer, Producer - The Anderson Platoon","Murray Lerner, Producer - Festival, Carroll Ballard, Producer - Harvest, Jack Le Vien, Producer - A King's Story, William C. Jersey, Producer - A Time for Burning"
"1968","Documentary (Short Subject)","Mark Harris and Trevor Greenwood, Producers - The Redwoods","Charles E. Guggenheim, Producer - Monument to the Dream, Christopher Chapman, Producer - A Place to Stand, Robert Fitchett, Producer - See You at the Pillar, Carl V. Ragsdale, Producer - While I Run This Race"
"1968","Film Editing","Hal Ashby - In the Heat of the Night","Frank P. Keller - Beach Red, Michael Luciano - The Dirty Dozen, Samuel E. Beetley, Marjorie Fowler - Doctor Dolittle, Robert C. Jones - Guess Who's Coming to Dinner"
"1968","Foreign Language Film","Czechoslovakia - Closely Watched Trains","Spain - El Amor Brujo, Yugoslavia - I Even Met Happy Gypsies, France - Live for Life, Japan - Portrait of Chieko"
"1968","Irving G. Thalberg Memorial Award","Alfred Hitchcock",""
"1968","Jean Hersholt Humanitarian Award","Gregory Peck",""
"1968","Music (Original Music Score)","Elmer Bernstein - Thoroughly Modern Millie","Lalo Schifrin - Cool Hand Luke, Leslie Bricusse - Doctor Dolittle, Richard Rodney Bennett - Far from the Madding Crowd, Quincy Jones - In Cold Blood"
"1968","Music (Scoring of Music—adaptation or treatment)","Alfred Newman, Ken Darby - Camelot","Lionel Newman, Alexander Courage - Doctor Dolittle, DeVol - Guess Who's Coming to Dinner, Andre Previn, Joseph Gershenson - Thoroughly Modern Millie, John Williams - Valley of the Dolls"
"1968","Music (Song)","Talk To The Animals in ""Doctor Dolittle"" Music and Lyrics by Leslie Bricusse - Doctor Dolittle","The Bare Necessities in ""The Jungle Book"" Music and Lyrics by Terry Gilkyson - The Jungle Book, The Eyes Of Love in ""Banning"" Music by Quincy Jones; Lyrics by Bob Russell - Banning, The Look Of Love in ""Casino Royale"" Music by Burt Bacharach; Lyrics by Hal David - Casino Royale, Thoroughly Modern Millie in ""Thoroughly Modern Millie"" Music and Lyrics by James Van Heusen and Sammy Cahn - Thoroughly Modern Millie"
"1968","Best Picture","Walter Mirisch, Producer - In the Heat of the Night","Warren Beatty, Producer - Bonnie and Clyde, Arthur P. Jacobs, Producer - Doctor Dolittle, Lawrence Turman, Producer - The Graduate, Stanley Kramer, Producer - Guess Who's Coming to Dinner"
"1968","Short Subject (Cartoon)","Fred Wolf, Producer - The Box","Jean-Charles Meunier, Producer - Hypothese Beta, Robert Verrall and Wolf Koenig, Producers - What on Earth!"
"1968","Short Subject (Live Action)","Christopher Chapman, Producer - A Place to Stand","Julian Biggs, Producer - Paddle to the Sea, John Ferno, Producer - Sky over Holland, Len Janson and Chuck Menville, Producers - Stop, Look and Listen"
"1968","Sound","Samuel Goldwyn Studio Sound Department - In the Heat of the Night","Warner Bros.-Seven Arts Studio Sound Department - Camelot, Metro-Goldwyn-Mayer Studio Sound Department - The Dirty Dozen, 20th Century-Fox Studio Sound Department - Doctor Dolittle, Universal City Studio Sound Department - Thoroughly Modern Millie"
"1968","Sound Effects","John Poyner - The Dirty Dozen","James A. Richard - In the Heat of the Night"
"1968","Special Visual Effects","L. B. Abbott - Doctor Dolittle","Howard A. Anderson, Jr., Albert Whitlock - Tobruk"
"1968","Writing (Screenplay—based on material from another medium)","Stirling Silliphant - In the Heat of the Night","Donn Pearce, Frank R. Pierson - Cool Hand Luke, Calder Willingham, Buck Henry - The Graduate, Richard Brooks - In Cold Blood, Joseph Strick, Fred Haines - Ulysses"
"1968","Writing (Story and Screenplay—written directly for the screen)","William Rose - Guess Who's Coming to Dinner","David Newman, Robert Benton - Bonnie and Clyde, Story by Robert Kaufman; Screenplay by Norman Lear - Divorce American Style, Jorge Semprun - La Guerre Est Finie, Frederic Raphael - Two for the Road"
"1969","Actor","Cliff Robertson - Charly","Alan Arkin - The Heart Is a Lonely Hunter, Alan Bates - The Fixer, Ron Moody - Oliver!, Peter O'Toole - The Lion in Winter"
"1969","Actor in a Supporting Role","Jack Albertson - The Subject Was Roses","Seymour Cassel - Faces, Daniel Massey - Star!, Jack Wild - Oliver!, Gene Wilder - The Producers"
"1969","Actress","Katharine Hepburn - The Lion in Winter, Barbra Streisand - Funny Girl","Patricia Neal - The Subject Was Roses, Vanessa Redgrave - Isadora, Joanne Woodward - Rachel, Rachel"
"1969","Actress in a Supporting Role","Ruth Gordon - Rosemary's Baby","Lynn Carlin - Faces, Sondra Locke - The Heart Is a Lonely Hunter, Kay Medford - Funny Girl, Estelle Parsons - Rachel, Rachel"
"1969","Art Direction","Art Direction: John Box, Terence Marsh; Set Decoration: Vernon Dixon, Ken Muggleston - Oliver!","Art Direction: George W. Davis, Edward Carfagno - The Shoes of the Fisherman, Art Direction: Boris Leven; Set Decoration: Walter M. Scott, Howard Bristol - Star!, Art Direction: Tony Masters, Harry Lange, Ernie Archer - 2001: A Space Odyssey, Art Direction: Mikhail Bogdanov, Gennady Myasnikov; Set Decoration: G. Koshelev, V. Uvarov - War and Peace"
"1969","Cinematography","Pasqualino De Santis - Romeo and Juliet","Harry Stradling - Funny Girl, Daniel L. Fapp - Ice Station Zebra, Oswald Morris - Oliver!, Ernest Laszlo - Star!"
"1969","Costume Design","Danilo Donati - Romeo and Juliet","Margaret Furse - The Lion in Winter, Phyllis Dalton - Oliver!, Morton Haack - Planet of the Apes, Donald Brooks - Star!"
"1969","Directing","Carol Reed - Oliver!","Gillo Pontecorvo - The Battle of Algiers, Anthony Harvey - The Lion in Winter, Franco Zeffirelli - Romeo and Juliet, Stanley Kubrick - 2001: A Space Odyssey"
"1969","Documentary (Feature)","Bill McGaw, Producer - Journey into Self","James Blue, Producer - A Few Notes on Our Food Problem, William Cayton, Producer - The Legendary Champions, David H. Sawyer, Producer - Other Voices"
"1969","Documentary (Short Subject)","Saul Bass, Producer - Why Man Creates","Fali Bilimoria, Producer - The House That Ananda Built, Lee R. Bobker, Producer - The Revolving Door, Thomas P. Kelly, Jr., Producer - A Space to Grow, Dan E. Weisburd, Producer - A Way Out of the Wilderness"
"1969","Film Editing","Frank P. Keller - Bullitt","Robert Swink, Maury Winetrobe, William Sands - Funny Girl, Frank Bracht - The Odd Couple, Ralph Kemplen - Oliver!, Fred Feitshans, Eve Newman - Wild in the Streets"
"1969","Foreign Language Film","Union of Soviet Socialist Republics - War and Peace","Hungary - The Boys of Paul Street, Czechoslovakia - The Firemen's Ball, Italy - The Girl with the Pistol, France - Stolen Kisses"
"1969","Honorary Award","Special Award - Oliver!, Special Award - Planet of the Apes",""
"1969","Jean Hersholt Humanitarian Award","Martha Raye",""
"1969","Music (Original Score—for a motion picture [not a musical])","John Barry - The Lion in Winter","Lalo Schifrin - The Fox, Jerry Goldsmith - Planet of the Apes, Alex North - The Shoes of the Fisherman, Michel Legrand - The Thomas Crown Affair"
"1969","Music (Score of a Musical Picture—original or adaptation)","Adaptation score by John Green - Oliver!","Adaptation score by Ray Heindorf - Finian's Rainbow, Adaptation score by Walter Scharf - Funny Girl, Adaptation score by Lennie Hayton - Star!, Music and adaptation score by Michel Legrand; lyrics by Jacques Demy - The Young Girls of Rochefort"
"1969","Music (Song—Original for the Picture)","The Windmills Of Your Mind in ""The Thomas Crown Affair"" Music by Michel Legrand; Lyrics by Alan Bergman and Marilyn Bergman - The Thomas Crown Affair","Chitty Chitty Bang Bang in ""Chitty Chitty Bang Bang"" Music and Lyrics by Richard M. Sherman and Robert B. Sherman - Chitty Chitty Bang Bang, For Love Of Ivy in ""For Love of Ivy"" Music by Quincy Jones; Lyrics by Bob Russell - For Love of Ivy, Funny Girl in ""Funny Girl"" Music by Jule Styne; Lyrics by Bob Merrill - Funny Girl, Star! in ""Star!"" Music by Jimmy Van Heusen; Lyrics by Sammy Cahn - Star!"
"1969","Best Picture","John Woolf, Producer - Oliver!","Ray Stark, Producer - Funny Girl, Martin Poll, Producer - The Lion in Winter, Paul Newman, Producer - Rachel, Rachel, Anthony Havelock-Allan and John Brabourne, Producers - Romeo and Juliet"
"1969","Short Subject (Cartoon)","Walt Disney, Producer - Winnie the Pooh and the Blustery Day","Wolf Koenig and Jim MacKay, Producers - The House That Jack Built, Jimmy Murakami, Producer - The Magic Pear Tree, John Hubley and Faith Hubley, Producers - Windy Day"
"1969","Short Subject (Live Action)","Charles Guggenheim, Producer - Robert Kennedy Remembered","George Coe, Sidney Davis and Anthony Lover, Producers - The Dove, National Film Board of Canada - Duo, John Astin, Producer - Prelude"
"1969","Sound","Shepperton Studio Sound Department - Oliver!","Warner Bros.-Seven Arts Studio Sound Department - Bullitt, Warner Bros.-Seven Arts Studio Sound Department - Finian's Rainbow, Columbia Studio Sound Department - Funny Girl, 20th Century-Fox Studio Sound Department - Star!"
"1969","Special Visual Effects","Stanley Kubrick - 2001: A Space Odyssey","Hal Millar, J. McMillan Johnson - Ice Station Zebra"
"1969","Writing (Screenplay—based on material from another medium)","James Goldman - The Lion in Winter","Neil Simon - The Odd Couple, Vernon Harris - Oliver!, Stewart Stern - Rachel, Rachel, Roman Polanski - Rosemary's Baby"
"1969","Writing (Story and Screenplay—written directly for the screen)","Mel Brooks - The Producers","Franco Solinas, Gillo Pontecorvo - The Battle of Algiers, John Cassavetes - Faces, Ira Wallach, Peter Ustinov - Hot Millions, Stanley Kubrick, Arthur C. Clarke - 2001: A Space Odyssey"
"1970","Actor","John Wayne - True Grit","Richard Burton - Anne of the Thousand Days, Dustin Hoffman - Midnight Cowboy, Peter O'Toole - Goodbye, Mr. Chips, Jon Voight - Midnight Cowboy"
"1970","Actor in a Supporting Role","Gig Young - They Shoot Horses, Don't They?","Rupert Crosse - The Reivers, Elliott Gould - Bob & Carol & Ted & Alice, Jack Nicholson - Easy Rider, Anthony Quayle - Anne of the Thousand Days"
"1970","Actress","Maggie Smith - The Prime of Miss Jean Brodie","Genevieve Bujold - Anne of the Thousand Days, Jane Fonda - They Shoot Horses, Don't They?, Liza Minnelli - The Sterile Cuckoo, Jean Simmons - The Happy Ending"
"1970","Actress in a Supporting Role","Goldie Hawn - Cactus Flower","Catherine Burns - Last Summer, Dyan Cannon - Bob & Carol & Ted & Alice, Sylvia Miles - Midnight Cowboy, Susannah York - They Shoot Horses, Don't They?"
"1970","Art Direction","Art Direction: John DeCuir, Jack Martin Smith, Herman Blumenthal; Set Decoration: Walter M. Scott, George Hopkins, Raphael Bretton - Hello, Dolly!","Art Direction: Maurice Carter, Lionel Couch; Set Decoration: Patrick McLoughlin - Anne of the Thousand Days, Art Direction: Robert Boyle, George B. Chan; Set Decoration: Edward Boyle, Carl Biddiscombe - Gaily, Gaily, Art Direction: Alexander Golitzen, George C. Webb; Set Decoration: Jack D. Moore - Sweet Charity, Art Direction: Harry Horner; Set Decoration: Frank McKelvy - They Shoot Horses, Don't They?"
"1970","Cinematography","Conrad Hall - Butch Cassidy and the Sundance Kid","Arthur Ibbetson - Anne of the Thousand Days, Charles B. Lang - Bob & Carol & Ted & Alice, Harry Stradling - Hello, Dolly!, Daniel Fapp - Marooned"
"1970","Costume Design","Margaret Furse - Anne of the Thousand Days","Ray Aghayan - Gaily, Gaily, Irene Sharaff - Hello, Dolly!, Edith Head - Sweet Charity, Donfeld - They Shoot Horses, Don't They?"
"1970","Directing","John Schlesinger - Midnight Cowboy","Arthur Penn - Alice's Restaurant, George Roy Hill - Butch Cassidy and the Sundance Kid, Sydney Pollack - They Shoot Horses, Don't They?, Costa-Gavras - Z"
"1970","Documentary (Feature)","Bernard Chevry, Producer - Arthur Rubinstein - The Love of Life","Robert K. Sharpe, Producer - Before the Mountain Was Moved, Emile de Antonio, Producer - In the Year of the Pig, Comite Organizador de los Juegos de la XIX Olimpiada - The Olympics in Mexico, Irwin Rosten, Producer - The Wolf Men"
"1970","Documentary (Short Subject)","Denis Sanders and Robert M. Fresco, Producers - Czechoslovakia 1968","Donald Wrye, Producer - An Impression of John Steinbeck: Writer, Joan Horvath, Producer - Jenny Is a Good Thing, Arthur H. Wolf and Russell A. Mosser, Producers - Leo Beuerman, Joan Keller Stern, Producer - The Magic Machines"
"1970","Film Editing","""Z"" Françoise Bonnot - Z","William Reynolds - Hello, Dolly!, Hugh A. Robertson - Midnight Cowboy, William Lyon, Earle Herdan - The Secret of Santa Vittoria, Fredric Steinkamp - They Shoot Horses, Don't They?"
"1970","Foreign Language Film","Algeria - Z","Sweden - Ådalen '31, Yugoslavia - The Battle of Neretva, Union of Soviet Socialist Republics - The Brothers Karamazov, France - My Night at Maud's"
"1970","Jean Hersholt Humanitarian Award","George Jessel",""
"1970","Music (Original Score—for a motion picture [not a musical])","Burt Bacharach - Butch Cassidy and the Sundance Kid","Georges Delerue - Anne of the Thousand Days, John Williams - The Reivers, Ernest Gold - The Secret of Santa Vittoria, Jerry Fielding - The Wild Bunch"
"1970","Music (Score of a Musical Picture—original or adaptation)","Adaptation score by Lennie Hayton and Lionel Newman - Hello, Dolly!","Music and lyrics by Leslie Bricusse; adaptation score by John Williams - Goodbye, Mr. Chips, Adaptation score by Nelson Riddle - Paint Your Wagon, Adaptation score by Cy Coleman - Sweet Charity, Adaptation score by John Green and Albert Woodbury - They Shoot Horses, Don't They?"
"1970","Music (Song—Original for the Picture)","Raindrops Keep Fallin' On My Head in ""Butch Cassidy and the Sundance Kid"" Music by Burt Bacharach; Lyrics by Hal David - Butch Cassidy and the Sundance Kid","Come Saturday Morning in ""The Sterile Cuckoo"" Music by Fred Karlin; Lyrics by Dory Previn - The Sterile Cuckoo, Jean in ""The Prime of Miss Jean Brodie"" Music and Lyrics by Rod McKuen - The Prime of Miss Jean Brodie, True Grit in ""True Grit"" Music by Elmer Bernstein; Lyrics by Don Black - True Grit, What Are You Doing The Rest Of Your Life? in ""The Happy Ending"" Music by Michel Legrand; Lyrics by Alan Bergman and Marilyn Bergman - The Happy Ending"
"1970","Best Picture","Jerome Hellman, Producer - Midnight Cowboy","Hal B. Wallis, Producer - Anne of the Thousand Days, John Foreman, Producer - Butch Cassidy and the Sundance Kid, Ernest Lehman, Producer - Hello, Dolly!, Jacques Perrin and Hamed Rachedi, Producers - Z"
"1970","Short Subject (Cartoon)","Ward Kimball, Producer - It's Tough to Be a Bird","John Hubley and Faith Hubley, Producers - Of Men and Demons, Ryan Larkin, Producer - Walking"
"1970","Short Subject (Live Action)","Joan Keller Stern, Producer - The Magic Machines","Doug Jackson, Producer - Blake, Marc Merson, Producer - People Soup"
"1970","Sound","Jack Solomon, Murray Spivack - Hello, Dolly!","John Aldred - Anne of the Thousand Days, William Edmondson, David Dockendorf - Butch Cassidy and the Sundance Kid, Robert Martin, Clem Portman - Gaily, Gaily, Les Fresholtz, Arthur Piantadosi - Marooned"
"1970","Special Visual Effects","Robbie Robertson - Marooned","Eugene Lourie, Alex Weldon - Krakatoa, East of Java"
"1970","Writing (Screenplay—based on material from another medium)","Waldo Salt - Midnight Cowboy","Screenplay by John Hale, Bridget Boland; Adaptation by Richard Sokolove - Anne of the Thousand Days, Arnold Schulman - Goodbye, Columbus, James Poe, Robert E. Thompson - They Shoot Horses, Don't They?, Jorge Semprun, Costa-Gavras - Z"
"1970","Writing (Story and Screenplay—based on material not previously published or produced)","William Goldman - Butch Cassidy and the Sundance Kid","Paul Mazursky, Larry Tucker - Bob & Carol & Ted & Alice, Story by Nicola Badalucco; Screenplay by Nicola Badalucco, Enrico Medioli, Luchino Visconti - The Damned, Peter Fonda, Dennis Hopper, Terry Southern - Easy Rider, Story by Walon Green, Roy N. Sickner; Screenplay by Walon Green, Sam Peckinpah - The Wild Bunch"
"1971","Actor","George C. Scott - Patton","Melvyn Douglas - I Never Sang for My Father, James Earl Jones - The Great White Hope, Jack Nicholson - Five Easy Pieces, Ryan O'Neal - Love Story"
"1971","Actor in a Supporting Role","John Mills - Ryan's Daughter","Richard Castellano - Lovers and Other Strangers, Chief Dan George - Little Big Man, Gene Hackman - I Never Sang for My Father, John Marley - Love Story"
"1971","Actress","Glenda Jackson - Women in Love","Jane Alexander - The Great White Hope, Ali MacGraw - Love Story, Sarah Miles - Ryan's Daughter, Carrie Snodgress - Diary of a Mad Housewife"
"1971","Actress in a Supporting Role","Helen Hayes - Airport","Karen Black - Five Easy Pieces, Lee Grant - The Landlord, Sally Kellerman - M*A*S*H, Maureen Stapleton - Airport"
"1971","Art Direction","Art Direction: Urie McCleary, Gil Parrondo; Set Decoration: Antonio Mateos, Pierre-Louis Thevenet - Patton","Art Direction: Alexander Golitzen, E. Preston Ames; Set Decoration: Jack D. Moore, Mickey S. Michaels - Airport, Art Direction: Tambi Larsen; Set Decoration: Darrell Silvera - The Molly Maguires, Art Direction: Terry Marsh, Bob Cartwright; Set Decoration: Pamela Cornell - Scrooge, Art Direction: Jack Martin Smith, Yoshiro Muraki, Richard Day, Taizoh Kawashima; Set Decoration: Walter M. Scott, Norman Rockett, Carl Biddiscombe - Tora! Tora! Tora!"
"1971","Cinematography","Freddie Young - Ryan's Daughter","Ernest Laszlo - Airport, Fred Koenekamp - Patton, Charles F. Wheeler, Osami Furuya, Sinsaku Himeda, Masamichi Satoh - Tora! Tora! Tora!, Billy Williams - Women in Love"
