"year","category","winners","nominees"
"1971","Costume Design","Nino Novarese - Cromwell","Edith Head - Airport, Donald Brooks, Jack Bear - Darling Lili, Bill Thomas - The Hawaiians, Margaret Furse - Scrooge"
"1971","Directing","Franklin J. Schaffner - Patton","Federico Fellini - Fellini Satyricon, Arthur Hiller - Love Story, Robert Altman - M*A*S*H, Ken Russell - Women in Love"
"1971","Documentary (Feature)","Bob Maurice, Producer - Woodstock","Dr. Harald Reinl, Producer - Chariots of the Gods, Jim Jacobs, Producer - Jack Johnson, Ely Landau, Producer - King: A Filmed Record...Montgomery to Memphis, David H. Vowell, Producer - Say Goodbye"
"1971","Documentary (Short Subject)","Joseph Strick, Producer - Interviews with My Lai Veterans","Robert McBride, Producer - The Gifts, Bob Aller, Producer - A Long Way from Nowhere, Vivien Carey and Patrick Carey, Producers - Oisin, Horst Dallmayr and Robert Menegoz, Producers - Time Is Running Out"
"1971","Film Editing","Hugh S. Fowler - Patton","Stuart Gilmore - Airport, Danford B. Greene - M*A*S*H, James E. Newcom, Pembroke J. Herring, Inoue Chikaya - Tora! Tora! Tora!, Thelma Schoonmaker - Woodstock"
"1971","Foreign Language Film","Italy - Investigation of a Citizen above Suspicion","Switzerland - First Love, France - Hoa-Binh, Belgium - Paix Sur Les Champs, Spain - Tristana"
"1971","Irving G. Thalberg Memorial Award","Ingmar Bergman",""
"1971","Jean Hersholt Humanitarian Award","Frank Sinatra",""
"1971","Music (Original Score)","Francis Lai - Love Story","Alfred Newman - Airport, Frank Cordell - Cromwell, Jerry Goldsmith - Patton, Henry Mancini - Sunflower"
"1971","Music (Original Song Score)","Music and lyrics by The Beatles - Let It Be","Music by Fred Karlin; lyrics by Tylwyth Kymry - The Baby Maker, Music by Rod McKuen and John Scott Trotter; lyrics by Rod McKuen, Bill Melendez and Al Shean; adaptation score by Vince Guaraldi - A Boy Named Charlie Brown, Music by Henry Mancini; lyrics by Johnny Mercer - Darling Lili, Music and lyrics by Leslie Bricusse; adaptation score by Ian Fraser and Herbert W. Spencer - Scrooge"
"1971","Music (Song—Original for the Picture)","For All We Know in ""Lovers and Other Strangers"" Music by Fred Karlin; Lyrics by Robb Royer (aka Robb Wilson) and James Griffin (aka Arthur James) - Lovers and Other Strangers","Pieces Of Dreams in ""Pieces of Dreams"" Music by Michel Legrand; Lyrics by Alan Bergman and Marilyn Bergman - Pieces of Dreams, Thank You Very Much in ""Scrooge"" Music and Lyrics by Leslie Bricusse - Scrooge, Till Love Touches Your Life in ""Madron"" Music by Riz Ortolani; Lyrics by Arthur Hamilton - Madron, Whistling Away The Dark in ""Darling Lili"" Music by Henry Mancini; Lyrics by Johnny Mercer - Darling Lili"
"1971","Best Picture","Frank McCarthy, Producer - Patton","Ross Hunter, Producer - Airport, Bob Rafelson and Richard Wechsler, Producers - Five Easy Pieces, Howard G. Minsky, Producer - Love Story, Ingo Preminger, Producer - M*A*S*H"
"1971","Short Subject (Cartoon)","Nick Bosustow, Producer - Is It Always Right to Be Right?","Robert Mitchell and Dale Case, Producers - The Further Adventures of Uncle Sam: Part Two, Cameron Guess, Producer - The Shepherd"
"1971","Short Subject (Live Action)","John Longenecker, Producer - The Resurrection of Broncho Billy","Robert Siegler, Producer - Shut Up...I'm Crying, John Hancock, Producer - Sticky My Fingers...Fleet My Feet"
"1971","Sound","Douglas Williams, Don Bassman - Patton","Ronald Pierce, David Moriarty - Airport, Gordon K. McCallum, John Bramall - Ryan's Daughter, Murray Spivack, Herman Lewis - Tora! Tora! Tora!, Dan Wallin, Larry Johnson - Woodstock"
"1971","Special Visual Effects","A. D. Flowers, L. B. Abbott - Tora! Tora! Tora!","Alex Weldon - Patton"
"1971","Writing (Screenplay—based on material from another medium)","Ring Lardner, Jr. - M*A*S*H","George Seaton - Airport, Robert Anderson - I Never Sang for My Father, Renee Taylor, Joseph Bologna, David Zelag Goodman - Lovers and Other Strangers, Larry Kramer - Women in Love"
"1971","Writing (Story and Screenplay—based on factual material or material not previously published or produced)","Francis Ford Coppola, Edmund H. North - Patton","Story by Bob Rafelson, Adrien Joyce; Screenplay by Adrien Joyce - Five Easy Pieces, Norman Wexler - Joe, Erich Segal - Love Story, Eric Rohmer - My Night at Maud's"
"1972","Actor","Gene Hackman - The French Connection","Peter Finch - Sunday Bloody Sunday, Walter Matthau - Kotch, George C. Scott - The Hospital, Topol - Fiddler on the Roof"
"1972","Actor in a Supporting Role","Ben Johnson - The Last Picture Show","Jeff Bridges - The Last Picture Show, Leonard Frey - Fiddler on the Roof, Richard Jaeckel - Sometimes a Great Notion, Roy Scheider - The French Connection"
"1972","Actress","Jane Fonda - Klute","Julie Christie - McCabe & Mrs. Miller, Glenda Jackson - Sunday Bloody Sunday, Vanessa Redgrave - Mary, Queen of Scots, Janet Suzman - Nicholas and Alexandra"
"1972","Actress in a Supporting Role","Cloris Leachman - The Last Picture Show","Ann-Margret - Carnal Knowledge, Ellen Burstyn - The Last Picture Show, Barbara Harris - Who Is Harry Kellerman and Why Is He Saying Those Terrible Things about Me?, Margaret Leighton - The Go-Between"
"1972","Art Direction","Art Direction: John Box, Ernest Archer, Jack Maxsted, Gil Parrondo; Set Decoration: Vernon Dixon - Nicholas and Alexandra","Art Direction: Boris Leven, William Tuntke; Set Decoration: Ruby Levitt - The Andromeda Strain, Art Direction: John B. Mansbridge, Peter Ellenshaw; Set Decoration: Emile Kuri, Hal Gausman - Bedknobs and Broomsticks, Art Direction: Robert Boyle, Michael Stringer; Set Decoration: Peter Lamont - Fiddler on the Roof, Art Direction: Terence Marsh, Robert Cartwright; Set Decoration: Peter Howitt - Mary, Queen of Scots"
"1972","Cinematography","Oswald Morris - Fiddler on the Roof","Owen Roizman - The French Connection, Robert Surtees - The Last Picture Show, Freddie Young - Nicholas and Alexandra, Robert Surtees - Summer of '42"
"1972","Costume Design","Yvonne Blake, Antonio Castillo - Nicholas and Alexandra","Bill Thomas - Bedknobs and Broomsticks, Piero Tosi - Death in Venice, Margaret Furse - Mary, Queen of Scots, Morton Haack - What's the Matter with Helen?"
"1972","Directing","William Friedkin - The French Connection","Stanley Kubrick - A Clockwork Orange, Norman Jewison - Fiddler on the Roof, Peter Bogdanovich - The Last Picture Show, John Schlesinger - Sunday Bloody Sunday"
"1972","Documentary (Feature)","Walon Green, Producer - The Hellstrom Chronicle","Alan Landsburg, Producer - Alaska Wilderness Lake, Bruce Brown, Producer - On Any Sunday, Lennart Ehrenborg and Thor Heyerdahl, Producers - The RA Expeditions, Marcel Ophuls, Producer - The Sorrow and the Pity"
"1972","Documentary (Short Subject)","Manuel Arango and Robert Amram, Producers - Sentinels of Silence","Han van Gelder, Producer - Adventures in Perception, Julian Krainin and DeWitt L. Sage, Jr., Producers - Art Is..., Donald Wrye, Producer - The Numbers Start with the River, Hal Riney, Dick Snider and Sherwood Omens, Producers - Somebody Waiting"
"1972","Film Editing","Jerry Greenberg - The French Connection","Stuart Gilmore, John W. Holmes - The Andromeda Strain, Bill Butler - A Clockwork Orange, Ralph E. Winters - Kotch, Folmar Blangsted - Summer of '42"
"1972","Foreign Language Film","Italy - The Garden of the Finzi Continis","Japan - Dodes'ka-Den, Sweden - The Emigrants, Israel - The Policeman, Union of Soviet Socialist Republics - Tchaikovsky"
"1972","Music (Original Dramatic Score)","Michel Legrand - Summer of '42","John Barry - Mary, Queen of Scots, Richard Rodney Bennett - Nicholas and Alexandra, Isaac Hayes - Shaft, Jerry Fielding - Straw Dogs"
"1972","Music (Scoring: Adaptation and Original Song Score)","Adaptation Score by John Williams - Fiddler on the Roof","Song Score by Richard M. Sherman and Robert B. Sherman; Adaptation Score by Irwin Kostal - Bedknobs and Broomsticks, Adaptation Score by Peter Maxwell Davies and Peter Greenwell - The Boy Friend, Adaptation Score by Dimitri Tiomkin - Tchaikovsky, Song Score by Leslie Bricusse and Anthony Newley; Adaptation Score by Walter Scharf - Willy Wonka and the Chocolate Factory"
"1972","Music (Song—Original for the Picture)","Theme From Shaft in ""Shaft"" Music and Lyrics by Isaac Hayes - Shaft","The Age Of Not Believing in ""Bedknobs and Broomsticks"" Music and Lyrics by Richard M. Sherman and Robert B. Sherman - Bedknobs and Broomsticks, All His Children in ""Sometimes a Great Notion"" Music by Henry Mancini; Lyrics by Alan Bergman and Marilyn Bergman - Sometimes a Great Notion, Bless The Beasts & Children in ""Bless the Beasts & Children"" Music and Lyrics by Barry DeVorzon and Perry Botkin, Jr. - Bless the Beasts & Children, Life Is What You Make It in ""Kotch"" Music by Marvin Hamlisch; Lyrics by Johnny Mercer - Kotch"
"1972","Best Picture","Philip D'Antoni, Producer - The French Connection","Stanley Kubrick, Producer - A Clockwork Orange, Norman Jewison, Producer - Fiddler on the Roof, Stephen J. Friedman, Producer - The Last Picture Show, Sam Spiegel, Producer - Nicholas and Alexandra"
"1972","Short Subject (Animated)","Ted Petok, Producer - The Crunch Bird","Michael Mills, Producer - Evolution, Peter Sander and Murray Shostak, Producers - The Selfish Giant"
"1972","Short Subject (Live Action)","Manuel Arango and Robert Amram, Producers - Sentinels of Silence","Denny Evans and Ken Greenwald, Producers - Good Morning, Stephen F. Verona, Producer - The Rehearsal"
"1972","Sound","Gordon K. McCallum, David Hildyard - Fiddler on the Roof","Gordon K. McCallum, John Mitchell, Alfred J. Overton - Diamonds Are Forever, Theodore Soderberg, Christopher Newman - The French Connection, Richard Portman, Jack Solomon - Kotch, Bob Jones, John Aldred - Mary, Queen of Scots"
"1972","Special Visual Effects","Alan Maley, Eustace Lycett, Danny Lee - Bedknobs and Broomsticks","Jim Danforth, Roger Dicken - When Dinosaurs Ruled the Earth"
"1972","Writing (Screenplay—based on material from another medium)","Ernest Tidyman - The French Connection","Stanley Kubrick - A Clockwork Orange, Bernardo Bertolucci - The Conformist, Ugo Pirro, Vittorio Bonicelli - The Garden of the Finzi Continis, Larry McMurtry, Peter Bogdanovich - The Last Picture Show"
"1972","Writing (Story and Screenplay—based on factual material or material not previously published or produced)","Paddy Chayefsky - The Hospital","Elio Petri, Ugo Pirro - Investigation of a Citizen above Suspicion, Andy Lewis, Dave Lewis - Klute, Herman Raucher - Summer of '42, Penelope Gilliatt - Sunday Bloody Sunday"
"1973","Actor","Marlon Brando - The Godfather","Michael Caine - Sleuth, Laurence Olivier - Sleuth, Peter O'Toole - The Ruling Class, Paul Winfield - Sounder"
"1973","Actor in a Supporting Role","Joel Grey - Cabaret","Eddie Albert - The Heartbreak Kid, James Caan - The Godfather, Robert Duvall - The Godfather, Al Pacino - The Godfather"
"1973","Actress","Liza Minnelli - Cabaret","Diana Ross - Lady Sings the Blues, Maggie Smith - Travels with My Aunt, Cicely Tyson - Sounder, Liv Ullmann - The Emigrants"
"1973","Actress in a Supporting Role","Eileen Heckart - Butterflies Are Free","Jeannie Berlin - The Heartbreak Kid, Geraldine Page - Pete 'n' Tillie, Susan Tyrrell - Fat City, Shelley Winters - The Poseidon Adventure"
"1973","Art Direction","Art Direction: Rolf Zehetbauer, Jurgen Kiebach; Set Decoration: Herbert Strabel - Cabaret","Art Direction: Carl Anderson; Set Decoration: Reg Allen - Lady Sings the Blues, Art Direction: William Creber; Set Decoration: Raphael Bretton - The Poseidon Adventure, Art Direction: John Box, Gil Parrondo, Robert W. Laing - Travels with My Aunt, Art Direction: Geoffrey Drake, Don Ashton, John Graysmark, William Hutchinson; Set Decoration: Peter James - Young Winston"
"1973","Cinematography","Geoffrey Unsworth - Cabaret","Charles B. Lang - Butterflies Are Free, Harold E. Stine - The Poseidon Adventure, Harry Stradling, Jr. - 1776, Douglas Slocombe - Travels with My Aunt"
"1973","Costume Design","Anthony Powell - Travels with My Aunt","Anna Hill Johnstone - The Godfather, Bob Mackie, Ray Aghayan, Norma Koch - Lady Sings the Blues, Paul Zastupnevich - The Poseidon Adventure, Anthony Mendleson - Young Winston"
"1973","Directing","Bob Fosse - Cabaret","John Boorman - Deliverance, Jan Troell - The Emigrants, Francis Ford Coppola - The Godfather, Joseph L. Mankiewicz - Sleuth"
"1973","Documentary (Feature)","Howard Smith and Sarah Kernochan, Producers - Marjoe","Bert Haanstra, Producer - Ape and Super-Ape, Marvin Worth and Arnold Perl, Producers - Malcolm X, Robert Hendrickson and Laurence Merrick, Producers - Manson, Eckehard Munck, Producer - The Silent Revolution"
"1973","Documentary (Short Subject)","Charles Huguenot van der Linden and Martina Huguenot van der Linden, Producers - This Tiny World","Peter Schamoni, Producer - Hundertwasser's Rainy Day, Giorgio Treves, Producer - K-Z, Tadeusz Jaworski, Producer - Selling Out, Humphrey Swingler, Producer - The Tide of Traffic"
"1973","Film Editing","David Bretherton - Cabaret","Tom Priestley - Deliverance, William Reynolds, Peter Zinner - The Godfather, Frank P. Keller, Fred W. Berger - The Hot Rock, Harold F. Kress - The Poseidon Adventure"
"1973","Foreign Language Film","France - The Discreet Charm of the Bourgeoisie","Union of Soviet Socialist Republics - The Dawns Here Are Quiet, Israel - I Love You Rosa, Spain - My Dearest Señorita, Sweden - The New Land"
"1973","Jean Hersholt Humanitarian Award","Rosalind Russell",""
"1973","Music (Original Dramatic Score)","Charles Chaplin, Raymond Rasch, Larry Russell - Limelight","John Williams - images, Buddy Baker - Napoleon and Samantha, John Williams - The Poseidon Adventure, John Addison - Sleuth"
"1973","Music (Scoring: Adaptation and Original Song Score)","Adaptation Score by Ralph Burns - Cabaret","Adaptation Score by Gil Askey - Lady Sings the Blues, Adaptation Score by Laurence Rosenthal - Man of La Mancha"
"1973","Music (Song—Original for the Picture)","The Morning After in ""The Poseidon Adventure"" Music and Lyrics by Al Kasha and Joel Hirschhorn - The Poseidon Adventure","Ben in ""Ben"" Music by Walter Scharf; Lyrics by Don Black - Ben, Come Follow, Follow Me in ""The Little Ark"" Music by Fred Karlin; Lyrics by Marsha Karlin - The Little Ark, Marmalade, Molasses & Honey in ""The Life and Times of Judge Roy Bean"" Music by Maurice Jarre; Lyrics by Marilyn Bergman and Alan Bergman - The Life and Times of Judge Roy Bean, Strange Are The Ways Of Love in ""The Stepmother"" Music by Sammy Fain; Lyrics by Paul Francis Webster - The Stepmother"
"1973","Best Picture","Albert S. Ruddy, Producer - The Godfather","Cy Feuer, Producer - Cabaret, John Boorman, Producer - Deliverance, Bengt Forslund, Producer - The Emigrants, Robert B. Radnitz, Producer - Sounder"
"1973","Short Subject (Animated)","Richard Williams, Producer - A Christmas Carol","Bob Godfrey, Producer - Kama Sutra Rides Again, Nedeljko Dragic, Producer - Tup Tup"
"1973","Short Subject (Live Action)","Richard Barclay, Producer - Norman Rockwell's World...An American Dream","Ron Satlof and Ray Gideon, Producers - Frog Story, David Adams, Producer - Solo"
"1973","Sound","Robert Knudson, David Hildyard - Cabaret","Arthur Piantadosi, Charles Knight - Butterflies Are Free, Richard Portman, Gene Cantamessa - The Candidate, Bud Grenzbach, Richard Portman, Christopher Newman - The Godfather, Theodore Soderberg, Herman Lewis - The Poseidon Adventure"
"1973","Special Achievement Award (Visual Effects)","L. B. Abbott, A. D. Flowers - The Poseidon Adventure",""
"1973","Writing (Screenplay—based on material from another medium)","Mario Puzo, Francis Ford Coppola - The Godfather","Jay Allen - Cabaret, Jan Troell, Bengt Forslund - The Emigrants, Julius J. Epstein - Pete 'n' Tillie, Lonne Elder, III - Sounder"
"1973","Writing (Story and Screenplay—based on factual material or material not previously published or produced)","Jeremy Larner - The Candidate","""The Discreet Charm of the Bourgeoisie"" Story and Screenplay by Luis Buñuel; in collaboration with Jean-Claude Carrière - The Discreet Charm of the Bourgeoisie, Terence McCloy, Chris Clark, Suzanne de Passe - Lady Sings the Blues, Louis Malle - Murmur of the Heart, Carl Foreman - Young Winston"
